"(-9, 5)",[-0.19   -0.19   -0.1999 -0.1   ]
"(-8, 6)",[-0.1 -0.1  0.  -0.1]
"(-9, 7)",[ 0.  -0.1 -0.1  0. ]
"(-5, 5)",[-0.0656873  -0.20969209 -0.2097901  -0.1999    ]
"(-5, 3)",[-0.36466922  0.36074193 -0.28785069 -0.28143019]
"(-4, 3)",[-0.40829259 -0.3538      2.139194   -0.31661069]
"(-3, 2)",[-0.28981    24.03452642 -0.21714324 -0.29872   ]
"(-2, 3)",[-0.46067076 -0.57266982 -0.33353781  5.51023354]
"(-1, 2)",[-0.47903093 -0.06786087 38.26839601 -0.36271   ]
"(-3, 4)",[-0.3806191  -0.32380442 -0.29969119  2.03775457]
"(-2, 5)",[-0.50416728 -0.44677392 19.53726927 -0.35123666]
"(-5, 4)",[-0.27186781 -0.26356469 -0.26649983 -0.01653924]
"(-5, 2)",[-0.271       1.48826175  9.73807777 -0.19      ]
"(-3, -3)",[-0.28126123 23.96775073  0.59956472 -0.271     ]
"(-4, -2)",[-0.19       11.94099521 -0.19        0.        ]
"(-4, -4)",[-0.21142591 -0.1999     -0.10106082  5.14212772]
"(-1, 3)",[-0.39850861 -0.4667223  43.25573394  1.34003679]
"(-2, 4)",[-0.31811246 12.51786194 -0.3636901  -0.271     ]
"(9, 5)",[-1.78173721 -1.73244551 -1.69693689 -1.70752242]
"(7, 5)",[-2.01667397 -1.91490168 -1.98883464 -2.00286246]
"(8, 6)",[-2.12243688 -2.09721338 -2.0887053  -2.03372297]
"(6, 6)",[-2.27040392 -2.28835009 -2.25184951 -2.34483852]
"(4, 6)",[-2.16671787 -2.17044064 -2.17405511 -2.2110015 ]
"(3, 5)",[-1.57146065 -1.54974485 -0.3399448  -1.5928797 ]
"(4, 4)",[-1.57111037 -1.60991326  0.79874043 -1.64097938]
"(5, 3)",[-1.23275457 -1.244738    2.65740188 -1.2437429 ]
"(6, 2)",[-1.26052405 -1.2265067   7.87640723 -1.24831861]
"(6, -2)",[18.53991559 -1.07366745 -0.96038892 -0.99776361]
"(4, -2)",[41.44937947  0.74999952 -0.88639451  4.85786226]
"(7, -1)",[ 3.13450273 -0.88509483 -0.90263562 -0.8873175 ]
"(9, -1)",[-1.22416805 -1.28406903 -1.22706127 -1.20921459]
"(9, 1)",[-1.28765322 -1.09387029 -1.3105244  -1.36537165]
"(8, 2)",[-1.59974277 -1.61414116 -1.49898891 -1.61699818]
"(9, 3)",[-1.50198909 -1.45274375 -1.5191021  -1.45040894]
"(7, 3)",[-1.55544647 -1.53500556 -0.8055613  -1.51584103]
"(7, 4)",[-1.87740513 -2.10666307 -2.05767629 -2.04662368]
"(6, 3)",[-1.41543776 -1.45687849  0.32803058 -1.43332522]
"(5, 4)",[-0.588269   -1.75584635 -1.65318396 -1.74968992]
"(5, 2)",[-1.05297878 -1.08249244 16.32113088 -1.2407722 ]
"(4, 5)",[-1.70602129 -1.7204738  -1.60198587 -1.7701654 ]
"(3, 4)",[-1.18908826 -1.20397025  8.90377342 -1.17752067]
"(4, 3)",[-0.69206825 -1.10038378 10.85817899 -1.06206631]
"(4, 1)",[ 3.80282108 -0.73865072 43.96013574 -0.69947817]
"(3, 2)",[-0.44870324 -0.42714051 43.82606826  0.1919404 ]
"(2, -5)",[-1.03383138 -1.21814252 -1.11734414  3.96355552]
"(-1, -7)",[-0.79623038 -0.94021301 -0.79312738 -0.65753493]
"(-3, -5)",[-0.37129221  0.4426522  -0.43042786  0.62148131]
"(-3, -7)",[-0.4534462  -0.47250574 -0.53663305 -0.45063255]
"(-2, -6)",[-0.54578287 -0.5422139  -0.55205254  0.37458417]
"(-4, -6)",[-0.38952019 -0.32150297 -0.3273942  -0.30842452]
"(-2, -7)",[-0.58301624 -0.56459283 -0.61185245 -0.58661916]
"(-2, -9)",[-0.1999     -0.22848328 -0.1108801  -0.21067219]
"(-3, -8)",[-0.271      -0.31115837 -0.20977942 -0.22787905]
"(-2, -8)",[-0.56276527 -0.5083223  -0.58278177 -0.55930309]
